,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
5831,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,Asian
5832,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic
5833,24,Female,High School,Receptionist,0,25000,UK,Welsh
5834,37,Male,Master's Degree,Marketing Director,14,190000,China,White
5835,39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian
5836,26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Asian
5837,31,Female,PhD,Data Scientist,8,140000,UK,White
5838,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian
5839,33,Female,Master's Degree,Marketing Manager,9,130000,China,White
5840,27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese
5841,36,Female,PhD,Research Scientist,12,170000,UK,White
5842,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American
5843,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,Hispanic
5844,34,Male,PhD,Research Director,11,160000,Canada,Asian
5845,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese
5846,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Asian
5847,24,Female,High School,Receptionist,0,25000,UK,Asian
5848,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian
5849,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh
5850,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Asian
5851,31,Female,PhD,Data Scientist,8,140000,Canada,Black
5852,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,USA,African American
5853,33,Female,Master's Degree,Marketing Manager,9,130000,USA,African American
5854,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Australian
5855,36,Female,PhD,Research Scientist,12,170000,China,Korean
5856,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black
5857,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,Hispanic
5858,34,Male,PhD,Research Director,11,160000,Canada,White
5859,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,White
5860,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,White
5861,24,Female,High School,Receptionist,0,25000,UK,Mixed
5862,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian
5863,39,Female,Bachelor's Degree,Financial Manager,16,200000,Canada,Asian
5864,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,White
5865,31,Female,PhD,Data Scientist,8,140000,Australia,Australian
5866,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian
5867,33,Female,Master's Degree,Marketing Manager,9,130000,USA,Asian
5868,27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian
5869,36,Female,PhD,Research Scientist,12,170000,Australia,White
5870,25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,White
5871,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,White
5872,34,Male,PhD,Research Director,11,160000,USA,Asian
5873,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese
5874,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian
5875,24,Female,High School,Receptionist,0,25000,USA,Hispanic
5876,37,Male,Master's Degree,Marketing Director,14,190000,USA,Hispanic
5877,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh
5878,27,Male,phD,Marketing Coordinator,7,120000,Canada,Black
5879,28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,UK,Asian
5880,33,Male,Master's Degree,Software Engineer,8,120000,Canada,White
5881,27,Female,Bachelor's Degree,Product Manager,2,65000,Australia,White
5882,30,Male,PhD,Data Scientist,6,100000,UK,Asian
5883,36,Female,Bachelor's Degree,Financial Analyst,11,150000,USA,African American
5884,29,Male,Bachelor's Degree,Marketing Analyst,3,65000,China,White
5885,32,Female,Master's Degree,Software Engineer,9,120000,Australia,White
5886,26,Male,Bachelor's Degree,Graphic Designer,1,45000,Canada,White
5887,29,Female,Bachelor's Degree,Product Manager,5,80000,USA,Asian
5888,35,Male,PhD,Research Scientist,11,150000,UK,Welsh
5889,27,Male,Bachelor's Degree,Software Engineer,2,65000,USA,Asian
5890,31,Female,Bachelor's Degree,Marketing Manager,7,100000,UK,Asian
5891,28,Male,Master's Degree,Financial Analyst,4,90000,Canada,Black
5892,24,Female,Bachelor's Degree,Marketing Analyst,0,40000,China,Korean
5893,30,Male,Bachelor's Degree,Project Manager,6,110000,Australia,Asian
5894,34,Female,PhD,Research Director,12,170000,China,Chinese
5895,27,Male,Bachelor's Degree,Software Engineer,3,75000,Canada,Asian
5896,33,Female,Master's Degree,Marketing Manager,8,120000,China,Korean
5897,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Welsh
5898,25,Female,High School,Customer Service Representative,1,30000,UK,Mixed
5899,36,Male,PhD,Research Scientist,13,180000,Canada,Asian
5900,39,Female,Bachelor's Degree,Financial Manager,15,200000,Australia,White
5901,26,Male,Bachelor's Degree,Product Designer,1,50000,Canada,White
5902,31,Female,PhD,Data Scientist,8,140000,USA,Hispanic
5903,28,Male,Bachelor's Degree,Marketing Analyst,3,65000,UK,Mixed
5904,32,Female,Bachelor's Degree,Product Manager,7,110000,UK,Asian
5905,24,Male,High School,Delivery Driver,0,28000,Australia,Australian
5906,37,Male,Master's Degree,Marketing Director,14,190000,China,White
5907,39,Female,Bachelor's Degree,Financial Manager,16,210000,Australia,Australian
5908,26,Male,Bachelor's Degree,Product Designer,2,55000,China,Chinese
5909,31,Female,PhD,Data Scientist,8,140000,China,Chinese
5910,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Asian
5911,33,Female,Master's Degree,Marketing Manager,9,130000,USA,White
5912,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,White
5913,36,Female,PhD,Research Scientist,12,170000,China,White
5914,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,Hispanic
5915,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,Asian
5916,34,Male,PhD,Research Director,11,160000,China,White
5917,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Asian
5918,32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,White
5919,24,Female,High School,Receptionist,0,25000,China,Chinese
5920,37,Male,Master's Degree,Marketing Director,14,190000,USA,Hispanic
5921,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh
5922,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed
5923,31,Female,PhD,Data Scientist,8,140000,USA,African American
5924,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Australian
5925,33,Female,Master's Degree,Marketing Manager,9,130000,UK,Asian
5926,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian
5927,36,Female,PhD,Research Scientist,12,170000,Canada,Black
5928,25,Male,Bachelor's Degree,Product Manager,1,60000,China,Korean
5929,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,China,Korean
5930,34,Male,PhD,Research Director,11,160000,Australia,Asian
5931,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,UK,Welsh
5932,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White
5933,24,Female,High School,Receptionist,0,25000,USA,African American
5934,37,Male,Master's Degree,Marketing Director,14,190000,UK,White
5935,39,Female,Bachelor's Degree,Financial Manager,16,200000,China,Korean
5936,26,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American
5937,31,Female,PhD,Data Scientist,8,140000,USA,White
5938,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Asian
5939,33,Female,Master's Degree,Marketing Manager,9,130000,China,Korean
5940,27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese
5941,36,Female,PhD,Research Scientist,12,170000,Canada,Black
5942,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black
5943,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black
5944,34,Male,PhD,Research Director,11,160000,China,Chinese
5945,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Korean
5946,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White
5947,24,Female,High School,Receptionist,0,25000,Canada,White
5948,37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian
5949,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Mixed
5950,26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed
5951,31,Female,PhD,Data Scientist,8,140000,UK,Mixed
5952,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,White
5953,33,Female,Master's Degree,Marketing Manager,9,130000,Australia,White
5954,27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian
5955,36,Female,PhD,Research Scientist,12,170000,USA,African American
5956,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Asian
5957,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black
5958,34,Male,PhD,Research Director,11,160000,Canada,Asian
5959,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian
5960,32,Male,Bachelor's Degree,Product Manager,7,120000,UK,Mixed
5961,24,Female,High School,Receptionist,0,25000,USA,White
5962,37,Male,Master's Degree,Marketing Director,14,190000,Australia,White
5963,39,Female,Bachelor's Degree,Financial Manager,16,200000,USA,White
5964,26,Male,Bachelor's Degree,Product Designer,2,55000,USA,White
5965,31,Female,PhD,Data Scientist,8,140000,Australia,Asian
5966,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Mixed
5967,33,Female,Master's Degree,Marketing Manager,9,130000,Australia,Asian
5968,27,Male,Bachelor's Degree,Software Engineer,3,80000,UK,Asian
5969,36,Female,PhD,Research Scientist,12,170000,Canada,White
5970,25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black
5971,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,China,White
5972,34,Male,PhD,Research Director,11,160000,USA,White
5973,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian
5974,32,Male,Bachelor's Degree,Product Manager,7,120000,China,Chinese
5975,24,Female,High School,Receptionist,0,25000,China,Chinese
5976,37,Male,Master's Degree,Marketing Director,14,190000,China,White
5977,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,White
5978,26,Male,Bachelor's Degree,Product Designer,2,55000,China,White
5979,31,Female,PhD,Data Scientist,8,140000,UK,Asian
5980,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,White
5981,33,Female,Master's Degree,Marketing Manager,9,130000,China,White
5982,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black
5983,36,Female,PhD,Research Scientist,12,170000,Canada,Asian
5984,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American
5985,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,UK,Asian
5986,34,Male,PhD,Research Director,11,160000,Canada,White
5987,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Asian
5988,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian
5989,24,Female,High School,Receptionist,0,25000,Canada,White
5990,37,Male,Master's Degree,Marketing Director,14,190000,Canada,Asian
5991,39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian
5992,26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Asian
5993,31,Female,PhD,Data Scientist,8,140000,Australia,White
5994,29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian
5995,33,Female,Master's Degree,Marketing Manager,9,130000,UK,Welsh
5996,27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian
5997,36,Female,PhD,Research Scientist,12,170000,Canada,Black
5998,25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American
5999,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,Asian
6000,34,Male,PhD,Research Director,11,160000,UK,Asian
6001,28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese
6002,32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Australian
6003,24,Female,High School,Receptionist,0,25000,USA,Hispanic
6004,37,Male,Master's Degree,Marketing Director,14,190000,China,Korean
6005,39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Asian
6006,29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,Asian
6007,34,Male,Master's Degree,Software Engineer,9,125000,USA,African American
6008,28,Female,Bachelor's Degree,Product Manager,3,70000,Canada,Asian
6009,31,Male,PhD,Data Scientist,7,110000,Canada,White
6010,37,Female,Bachelor's Degree,Financial Analyst,12,160000,UK,Asian
6011,30,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,White
6012,33,Female,Master's Degree,Software Engineer,8,120000,UK,Mixed
6013,27,Male,Bachelor's Degree,Graphic Designer,2,50000,Australia,Australian
6014,30,Female,Bachelor's Degree,Product Manager,5,85000,USA,White
6015,36,Male,PhD,Research Scientist,11,155000,Canada,White
6016,28,Male,Bachelor's Degree,Software Engineer,3,70000,UK,White
6017,32,Female,Bachelor's Degree,Marketing Manager,8,115000,UK,White
6018,29,Male,Master's Degree,Financial Analyst,5,95000,USA,African American
6019,25,Female,Bachelor's Degree,Marketing Analyst,0,40000,Canada,Asian
6020,31,Male,Bachelor's Degree,Project Manager,6,115000,Australia,Australian
6021,35,Female,PhD,Research Director,12,175000,Canada,Black
6022,28,Male,Bachelor's Degree,Software Engineer,3,70000,Canada,White
6023,33,Female,Master's Degree,Marketing Manager,9,135000,Australia,Australian
6024,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,Canada,Black
6025,25,Female,High School,Customer Service Representative,1,30000,UK,Mixed
6026,36,Male,PhD,Research Scientist,13,185000,UK,Mixed
6027,40,Female,Bachelor's Degree,Financial Manager,15,210000,Australia,Australian
6028,27,Male,Bachelor's Degree,Product Designer,1,45000,China,White
6029,32,Female,PhD,Data Scientist,9,145000,USA,Hispanic
6030,28,Male,Bachelor's Degree,Marketing Analyst,3,70000,UK,Welsh
6031,32,Female,Bachelor's Degree,Product Manager,7,120000,China,Chinese
6032,24,Male,High School,Delivery Driver,0,28000,Canada,Asian
6033,38,Male,Master's Degree,Marketing Director,14,195000,USA,White
6034,40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White
6035,27,Male,Bachelor's Degree,Product Designer,2,55000,Australia,Asian
6036,32,Female,PhD,Data Scientist,9,145000,China,White
6037,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,White
6038,33,Female,Master's Degree,Marketing Manager,9,135000,China,Chinese
6039,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black
6040,36,Female,PhD,Research Scientist,13,185000,Australia,Asian
6041,25,Male,Bachelor's Degree,Product Manager,1,60000,China,Chinese
6042,30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,Korean
6043,34,Male,PhD,Research Director,12,170000,Canada,Black
6044,28,Female,Bachelor's Degree,Marketing Analyst,3,65000,China,White
6045,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White
6046,24,Female,High School,Receptionist,0,25000,Canada,White
6047,38,Male,Master's Degree,Marketing Director,14,195000,Canada,Black
6048,40,Female,Bachelor's Degree,Financial Manager,16,215000,China,Korean
6049,27,Male,Bachelor's Degree,Product Designer,2,55000,China,White
6050,32,Female,PhD,Data Scientist,9,145000,UK,White
6051,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,African American
6052,33,Female,Master's Degree,Marketing Manager,9,135000,USA,Asian
6053,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,White
6054,36,Female,PhD,Research Scientist,13,185000,Australia,White
6055,25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,Asian
6056,30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Asian
6057,34,Male,PhD,Research Director,12,170000,UK,Welsh
6058,28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,Asian
6059,32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Black
6060,24,Female,High School,Receptionist,0,25000,UK,Welsh
6061,38,Male,Master's Degree,Marketing Director,14,195000,China,Chinese
6062,40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,White
6063,27,Male,Bachelor's Degree,Product Designer,2,55000,UK,White
6064,32,Female,PhD,Data Scientist,9,145000,USA,Asian
6065,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,Hispanic
6066,33,Female,Master's Degree,Marketing Manager,9,135000,Australia,White
6067,27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black
6068,36,Female,PhD,Research Scientist,13,185000,USA,African American
6069,25,Male,Bachelor's Degree,Product Manager,1,60000,UK,White
6070,30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,Australia,Australian
6071,34,Male,PhD,Research Director,12,170000,Canada,Asian
6072,28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,Welsh
6073,32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic
6074,24,Female,High School,Receptionist,0,25000,USA,Hispanic
6075,38,Male,Master's Degree,Marketing Director,14,195000,Australia,Australian
6076,40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,Australian
6077,27,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Black
6078,32,Female,PhD,Data Scientist,9,145000,Canada,Asian
6079,29,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,Chinese
6080,33,Female,Master's Degree,Marketing Manager,9,135000,China,White
6081,27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,African American
6082,36,Female,PhD,Research Scientist,13,185000,Australia,Asian
